hotel_names,rating,coordinates,description,links,town
Novotel Suites Lille Europe,8.2,"3.07668149471283,50.6388333698182","Installé dans le centre-ville de Lille, l'hôtel 4 étoiles Novotel Suites Lille Europe vous accueille à seulement 600 mètres de la gare de Lille-Flandres, à 11 minutes à pied du Lille Grand Palais et à...",www.booking.com/hotel/fr/suitehotel-lille-europe.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqSgnYoGwAIB0gIkZjc3OTliNzAtY2FkYy00OTBmLWIxNjYtNGI4N2E3MzA4NDFk2AIF4AIB&sid=427771c40b0d8170234c96ad730f8fde&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063525&srpvid=557a6952c460015a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Lille
OKKO Hotels Lille Centre,8.8,"3.064229,50.634074","Doté d’un bar, d’un restaurant, d’un salon commun et d’une salle de sport, l’OKKO Hotels Lille Centre se trouve à Lille. ",www.booking.com/hotel/fr/okko-hotels-lille-centre.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqSgnYoGwAIB0gIkZjc3OTliNzAtY2FkYy00OTBmLWIxNjYtNGI4N2E3MzA4NDFk2AIF4AIB&sid=427771c40b0d8170234c96ad730f8fde&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063525&srpvid=557a6952c460015a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Lille
Aparthotel Adagio Lille Centre Grand Place,9.0,"3.060162,50.635281","Doté d'un salon commun, l'Aparthotel Adagio Lille Centre Grand Place est situé à Lille, dans le Nord-Pas-de-Calais, à 200 mètres du grand magasin Printemps et à 1,1 km du quartier du Vieux-Lille. ",www.booking.com/hotel/fr/aparthotel-adagio-lille-centre-grand-place.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqSgnYoGwAIB0gIkZjc3OTliNzAtY2FkYy00OTBmLWIxNjYtNGI4N2E3MzA4NDFk2AIF4AIB&sid=427771c40b0d8170234c96ad730f8fde&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063525&srpvid=557a6952c460015a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Lille
Comfort Hotel Strasbourg - Montagne Verte,8.4,"7.72871352732182,48.5726917735603","Situé à proximité de la rivière Ill, le Comfort Hotel Strasbourg - Montagne Verte se trouve à 2 km du quartier historique. Il abrite un restaurant avec une terrasse bien exposée et possède un jardin. ",www.booking.com/hotel/fr/comforthotelstras.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
Hotel des Arts,8.3,"7.75127023458481,48.5803194544742",L'Hôtel des Arts se situe au cœur de la zone piétonne du centre historique de Strasbourg. Il propose des hébergements confortables avec la climatisation et une connexion Wi-Fi gratuite. ,www.booking.com/hotel/fr/citotel-des-arts.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
HANNONG Hotel & Wine Bar,8.8,"7.7431283891201,48.5827961069917","L'Hôtel Hannong est situé au cœur de Strasbourg, à seulement 5 minutes de marche de la gare TGV, de la cathédrale et du quartier de la Petite France. ",www.booking.com/hotel/fr/tihannong.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
"Holiday Inn Express Strasbourg Centre, an IHG Hotel",8.3,"7.74525491534428,48.571540515592",Le Holiday Inn Express Strasbourg Centre propose des hébergements à seulement 10 minutes de marche du quartier piéton de Strasbourg. ,www.booking.com/hotel/fr/holiday-inn-express-strasbourg-centre.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
ibis Styles Strasbourg Avenue du Rhin,8.1,"7.77756899999997,48.569366","L'ibis Styles Strasbourg Avenue du Rhin vous accueille à Strasbourg, à 10 minutes de route de la cathédrale, du quartier de La Petite France et du Parlement européen. ",www.booking.com/hotel/fr/ibis-strasbourg-avenue-du-rhin.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
Château de Pourtalès,8.8,"7.80001536011696,48.6080850824267","Installé au nord de Strasbourg, le Château de Pourtalès est un témoin de l’histoire européenne pour avoir accueilli de grands musiciens, philosophes et poètes. ",www.booking.com/hotel/fr/chateau-de-pourtales.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
The People Hostel - Strasbourg,8.6,"7.757318,48.581195","Doté d'un bar, l'établissement The People Hostel - Strasbourg est situé à Strasbourg, en Alsace, à 500 mètres de la cathédrale et du musée d'histoire de Strasbourg. ",www.booking.com/hotel/fr/the-people-hostel-strasbourg.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
Le Kléber Hôtel,7.9,"7.74504482746124,48.5837325277239",L'établissement Le Kléber Hôtel vous accueille dans le centre-ville historique de Strasbourg. Il propose des chambres joliment décorées avec télévision à écran plat et connexion Internet gratuite. ,www.booking.com/hotel/fr/le-kleber.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
Séjours & Affaires Strasbourg Kleber,8.0,"7.74285212159157,48.5831966718442","Cette résidence propose un hébergement individuel confortable. Elle se trouve dans une rue calme du centre-ville, à 5 minutes à pied du quartier historique de la Petite France et de la cathédrale de...",www.booking.com/hotel/fr/residhome-strasbourg-kleber.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
Le Grand Hotel,8.3,"7.73656100034714,48.5846968765592","Le Grand Hôtel est situé en face de la gare de Strasbourg, à 10 minutes à pied du centre-ville et de la place Kléber. Il dispose d'un bar, d'une terrasse et d'une connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/legrandhotel.fr.html?label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCpqCdigbAAgHSAiQ0ODJlZjgwMi1jYzgyLTRmYzQtYWI2Yi0xNDBlODY0NjMzODnYAgXgAgE&sid=4381179ac47d7bc341f08de0311a7284&dest_id=-1471697&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063526&srpvid=8a056953080400d5&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Strasbourg
Les Chambres du Haut-Koenigsbourg,8.8,"7.34632092529296,48.2470228036108","Situé à Orschwiller, en Alsace, l'établissement Les Chambres du Haut-Koenigsbourg propose des hébergements avec connexion Wi-Fi et parking privé gratuits. ",www.booking.com/hotel/fr/les-chambres-du-haut-koenigsbourg.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Gîte L'Orée du Château - Appartement Potiron,8.6,"7.354844475463,48.248348917284","Situé à Orschwiller, le Gîte L'Orée du Château - Appartement Potiron propose un restaurant, un bar et un jardin. Vous séjournerez à 28 km de Rust et bénéficierez d'un parking privé gratuit. ",www.booking.com/hotel/fr/gite-l-39-oree-du-chateau.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Gîte L orée du château Appartement Cerise,8.4,"7.3548257,48.2484025","Situé à Orschwiller, en Alsace, le Gîte L orée du château Appartement Cerise dispose d'une terrasse. Le parking privé sur place est gratuit. ",www.booking.com/hotel/fr/gite-l-oree-du-chateau-appartement-cerise.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Best Western Hotel & SPA Le Schoenenbourg,9.0,"7.30060011148453,48.1669745257414","Entouré de vignobles, le Best Western Hotel Le Schoenenbourg donne sur les remparts du village médiéval de Riquewihr. ",www.booking.com/hotel/fr/le-schoenenbourg.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
"Hôtel Val-Vignes Colmar Haut-Koenigsbourg, The Originals Relais",8.2,"7.36778676509857,48.2348195520703","L'Hôtel Val-Vignes Colmar Haut-Koenigsbourg, The Originals Relais est situé à Saint-Hippolyte, sur la route des vins d'Alsace, à 12 minutes de route du château du Haut-Koenigsbourg. ",www.booking.com/hotel/fr/val-vignes.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Relais et Châteaux Le Chambard,8.7,"7.26551413536072,48.1385709529125","Situé à Kaysersberg, le Relais et Châteaux Le Chambard propose des hébergements confortables et luxueux. ",www.booking.com/hotel/fr/le-chambard.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Hôtel Le Riquewihr,8.3,"7.30618447065353,48.1660299611405","Situé dans la ville médiévale de Riquewihr, l'Hôtel Le Riquewihr se trouve au cœur du vignoble alsacien. ",www.booking.com/hotel/fr/le-riquewihr.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Le Clos Saint-Vincent,8.1,"7.32499480247498,48.1996031982639","Implanté au cœur des vignobles alsaciens, le Clos Saint-Vincent propose des chambres avec salle de bains privative, un restaurant et un centre de bien-être. ",www.booking.com/hotel/fr/le-clos-saint-vincent.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Hôtel Le Ménestrel,7.8,"7.32538104057312,48.1871622225406","L'hôtel Le Ménestrel est situé sur la route des vins de Ribeauvillé, à 500 mètres du quartier historique. Il propose un centre de spa et un jardin avec terrasse donnant sur le vignoble. ",www.booking.com/hotel/fr/le-menestrel.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Hotel Restaurant Au Cheval Blanc,8.4,"7.31340765953064,48.1966103449486","L'Hotel Restaurant Au Cheval Blanc est situé sur la route des vins d'Alsace, à seulement 2 km de Riquewihr et à 12 km de Colmar. ",www.booking.com/hotel/fr/restaurant-au-cheval-blanc.fr.html?label=gen173nr-1FCAQoggJCI3NlYXJjaF9jaGF0ZWF1LWR1LWhhdXQta29lbmlnc2JvdXJnSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCp6CdigbAAgHSAiRiMWM1NDkxNy0wYTI2LTQ4ZGItOWVjOS1hN2ZlMGI5M2FlMDnYAgXgAgE&sid=a6a3ace2fc2253da2c4cebffc523fec3&dest_id=204055&dest_type=landmark&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063527&srpvid=c84b69534b1801c9&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Chateau-du-Haut-Koenigsbourg
Le Clos bartholdi,8.8,"7.355898,48.073668","Offrant une vue sur la ville, l'établissement Le Clos bartholdi propose un salon commun et une connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/le-clos-bartholdi.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
Ibis Budget Colmar Centre Gare,7.5,"7.35236158895486,48.0796975892052","L'ibis budget Colmar Centre Ville vous accueille à Colmar, dans le quartier du centre-ville, à 300 mètres de la Maison des Têtes et à 600 mètres de la collégiale Saint-Martin. ",www.booking.com/hotel/fr/ibis-budget-colmar-centre-ville.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
Ibis Colmar Est - Hotel Restaurant en Alsace,7.7,"7.40279763936996,48.0779033242411","L'établissement ibis Colmar East - Hotel Brasserie en Alsace est situé à 5 km de la route des vins d'Alsace et à 10 km de Kaysersberg, Riquewihr et Eguisheim. ",www.booking.com/hotel/fr/ibis-colmar-horbourg-wihr.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
Comfort Hotel Expo Colmar,8.7,"7.36240149933417,48.0996571949548","Installé à 4 km du centre-ville de Colmar et à 2 km de l’autoroute A35, le Comfort Hotel Expo Colmar vous propose une réception ouverte 24h/24, une terrasse et une connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/comfort-expo-colmar.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
Colmarappart Rue Des Clefs,8.7,"7.36076800059436,48.077709182088",Le Colmarappart Rue Des Clefs propose des hébergements à Colmar. La collégiale Saint-Martin est à 200 mètres. ,www.booking.com/hotel/fr/colmarappart-rue-des-clefs.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
LUCKY PLACE - PARKING - CENTRE - BALCON,8.8,"7.3535124,48.0819572","Doté d'une terrasse, le LUCKY PLACE - PARKING - CENTRE - BALCON est situé à Colmar, à 600 mètres de la Maison des Têtes, à 1,1 km de la collégiale Saint-Martin et à 2,5 km du parc des expositions...",www.booking.com/hotel/fr/lucky-place-parking-centre-balcon.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
COLMARAPPART Grand'Rue,8.9,"7.3595488750143,48.0764102565296","Le COLMARAPPART Grand'Rue bénéficie d'un emplacement idéal au cœur de Colmar, entre la cathédrale de la ville et les rues principales. Il propose des suites et des appartements indépendants. ",www.booking.com/hotel/fr/cotoon-colmar8.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
